From	To
Q3KQZ1-4	NM_001320871.1
Q3KQZ1-4	NM_001320872.1
Q3KQZ1-4	NM_201520.2
Q96CQ1-3	NM_018155.2
Q17QI7-2	NM_001075415.1
Q9BZJ4-2	NM_016016.3
Q8BGP6-2	NM_001289596.1
Q8BVN7-2	NM_001346527.1
Q8N413-2	NM_001077241.2
Q8N413-2	NM_001278251.2
Q8N413-4	NM_001278250.2
Q96AG3-3	NM_001303249.2
Q6ZT89-3	NM_145282.4
P12234-2	XM_005206513.3
Q00325-2	NM_002635.3
Q00325-2	NM_213611.2
Q80ZD3-2	XM_006533421.2
Q9H2B4-2	NM_134425.2
P58743-2	NM_206883.2
P58743-3	NM_206884.2
P58743-4	NM_206885.2
P58743-5	NM_001167962.1
Q9BXS9-2	NM_134426.2
Q9BXS9-3	NM_134263.2
Q9BXS9-7	NM_001281732.1
Q8CIW6-2	NM_134420.4
Q8TE54-2	NM_134266.1
Q96RN1-2	NM_138718.2
Q7LBE3-2	NM_134325.2
O14975-2	NM_001159629.1
Q5K4L6-2	NM_001317929.2
Q9Y2P5-2	NM_001321196.1
O00337-2	NM_201651.2
Q99808-2	NM_001304462.1
Q9JIM1-2	NM_001199115.1
Q9JIM1-2	NM_001199116.1
Q9JIM1-2	NM_022880.3
Q14542-4	NM_001300869.1
Q7RTT9-2	NM_001300847.1
Q9UHR5-2	NM_001301839.1
Q80YD3-2	NM_177785.4
Q5VYM1-2	NM_001040412.2
Q5VYM1-3	NM_001040411.2
P78382-2	NM_001168398.1
P78381-2	NM_001042498.2
P78381-3	NM_001032289.2
P78381-4	NM_001282651.1
P78381-5	NM_001282649.1
Q9Y2D2-2	NM_001271685.1
Q9Y2D2-3	NM_001271684.1
Q8MXJ9-2	NM_171464.3
Q8MXJ9-3	NM_001028889.2
Q8TB61-3	NM_001286511.1
Q8TB61-3	NM_001286512.1
Q8TB61-4	NM_001286513.1
Q8TB61-5	NM_001286519.1
Q8TB61-5	NM_001286520.1
Q20787-2	NM_001047391.2
Q9NQQ7-2	NM_173073.3
Q9NQQ7-3	NM_001281458.1
A2AKQ0-2	NM_177732.4
Q76EJ3-2	NM_001286990.1
Q6ICL7-2	NM_001318370.1
Q8IY50-2	NM_173508.3
Q2M3R5-2	NM_153226.3
Q7Z2H8-3	NM_001308150.1
Q7Z2H8-4	NM_001308151.1
Q495N2-3	NM_001145017.1
Q6YBV0-2	NM_001286139.1
Q96QD8-2	NM_001307936.1
Q5E9S9-2	XM_010821892.2
A2VCW5-2	NM_138854.1
Q8IZM9-2	NM_001172702.1
Q8NBW4-3	NM_001258287.1
Q8NBW4-4	NM_001258286.1
Q9HBR0-2	NM_138570.3
Q5I012-2	NM_001164798.1
Q5I012-3	NM_001164799.1
Q5I012-4	NM_001164800.1
Q5I012-5	NM_001164802.1
Q5I012-6	NM_001164801.1
Q08AI6-2	NM_173512.2
Q9NP94-2	NM_001256588.1
Q9BRY0-2	NM_213568.1
Q6P5W5-2	NM_017767.2
Q13433-2	NM_001099406.1
Q9C0K1-2	NM_001135148.1
Q9C0K1-2	XM_017008541.1
Q9C0K1-3	NM_001135147.1
Q9NUM3-2	NM_001252148.1
Q9NUM3-3	NM_001252150.1
Q8N1S5-2	NM_139177.3
Q8N1S5-2	XM_017024330.1
Q8N1S5-2	XM_017024332.1
Q8BWY7-3	NM_027216.5
Q504Y0-3	NM_152725.3
Q504Y0-4	NM_001282733.1
Q504Y0-5	NM_001282734.1
Q96H72-2	NM_152264.4
Q96H72-2	XM_017018540.1
Q8BZH0-2	NM_001290765.1
Q8BZH0-2	XM_006500099.3
Q15043-3	NM_015359.4
Q75N73-3	NM_001135151.1
Q75N73-3	NM_001135152.1
Q75N73-3	XM_006518788.3
Q75N73-3	XM_006518789.3
Q96GZ6-3	NM_001008486.1
Q96GZ6-7	NM_001008487.1
Q96GZ6-8	NM_001164475.1
Q96GZ6-9	XM_017006706.1
Q96GZ6-9	XM_017006707.1
Q921R8-2	NM_001037493.2
Q8NBI5-2	NM_001278206.1
Q9UMX9-4	NM_001012509.3
Q5BKX6-2	NM_001286648.1
Q5BKX6-3	NM_001080431.2
Q0P5V9-3	NM_001168255.1
Q7Z3Q1-2	NM_001135919.1
Q7Z3Q1-2	XM_005266361.2
A1Z7R6-2	NM_136621.4
Q8K0H1-2	XM_011249189.2
Q86VL8-3	NM_001099646.1
Q86VL8-4	NM_001256663.1
Q6UXD7-2	NM_032219.3
Q6UXD7-3	NM_001294342.1
Q28FF3-2	NM_203929.1
Q6U841-2	NM_022058.3
Q6U841-3	NM_001178016.1
Q5DTL9-4	NM_001242378.1
Q80ZA5-3	XM_006234283.3
Q80ZA5-10	XM_006234280.3
Q8NBS3-1	NM_032034.3
Q8NBS3-4	NM_001174090.1
Q8NBS3-5	XM_017028094.1
Q8NBS3-5	XM_017028096.1
Q9Y6R1-2	NM_003759.3
Q4U116-2	NM_001030533.1
Q9JI66-3	XM_006250791.3
Q9BY07-3	NM_133478.2
Q9Y6M7-2	NM_001258380.1
Q9Y6M7-5	XM_017007528.1
Q9Y6M7-5	XM_017007529.1
Q9Y6M7-6	NM_001258379.1
Q9Y6M7-7	NM_001321103.1
Q9Y6M7-8	NM_001321104.1
Q9Y6M7-9	NM_001321107.1
Q9Y6M7-12	NM_001321106.1
Q9Y6M7-13	NM_001321108.1
Q9R1N3-2	NM_058211.2
Q2Y0W8-5	NM_001258401.2
Q2Y0W8-6	NM_001258402.1
Q2Y0W8-7	NM_001258403.1
Q2Y0W8-8	NM_001267615.1
Q8JZR6-2	NM_001347102.1
Q8JZR6-2	XM_017316718.1
Q6RVG2-1	NM_199497.2
Q6RVG2-3	NM_001270794.1
Q6RVG2-4	NM_001270795.1
Q9D6X5-2	NM_001164820.1
G4SDH4-2	NM_001269111.1
G4SDH4-3	NM_001330869.1
Q9UBH6-2	NM_001135669.1
P24008-2	NM_017070.3
Q9H9S3-2	NM_001142627.2
Q9H9S3-3	NM_001142628.1
Q8N2U9-2	NM_001146345.1
Q8N2U9-3	NM_001146343.1
Q80XM9-2	NM_001164420.1
Q80XM9-2	NM_001164421.1
Q80XM9-2	NM_001164422.1
Q80XM9-4	NM_001164423.1
Q80XM9-4	NM_001164424.1
Q8N755-2	NM_001282710.1
P48066-2	NM_001317406.1
Q9NSD5-2	NM_001190997.2
Q9NSD5-3	NM_001243392.1
Q9H2J7-2	NM_018057.6
Q9H2J7-3	NM_001146335.2
O88576-2	NM_001168646.1
O88576-3	NM_001136087.2
O88576-4	NM_001168644.1
O88576-5	NM_001168645.1
Q9NP91-2	NM_022405.3
Q9VWQ2-3	NM_001258813.1
Q9VWQ2-2	NM_001258814.2
P0DI12-2	NM_001036973.2
P0DI12-2	NM_180831.2
P0DI13-2	NM_001036973.2
P0DI13-2	NM_180831.2
P0DJI9-2	NM_001127380.2
Q9NTJ5-2	NM_001319072.1
Q9NTJ5-2	XM_011533500.2
Q9Y2H2-3	NM_001243195.1
Q9Y2H2-4	NM_001243194.1
Q8CDA1-2	NM_001346517.1
Q67XV2-3	NM_001203157.1
Q9D9X8-2	NM_029367.1
Q96E40-2	NM_018956.4
Q19469-2	NM_001083292.1
Q9UBE0-2	NM_001145714.1
Q9UBE0-3	NM_001145713.1
Q9R1T2-2	NM_001285892.1
Q9SJT1-2	NM_127719.4
Q15424-2	NM_001201340.1
Q15424-3	NM_001201338.1
Q15424-4	NM_001201339.1
Q9ZW18-2	NM_201829.2
Q9ZW18-3	NM_001036365.1
Q93WF6-2	NM_001084877.1
O43865-2	NM_001242673.1
O43865-2	NM_001242674.1
O43865-2	NM_001242675.1
O43865-2	NM_001242676.1
Q96HN2-2	NM_001130720.2
Q96HN2-3	NM_001130722.2
Q96HN2-4	NM_001130723.2
Q68FL4-2	NM_001171001.1
P23526-2	NM_001161766.1
P23526-2	NM_001322084.1
P23526-2	NM_001322085.1
P23526-2	XM_011528659.1
Q9NSC2-2	NM_001127892.1
Q62255-2	NM_178280.3
Q9UJQ4-2	NM_001318031.1
Q8BX22-2	NM_201395.3
Q8BX22-3	NM_201396.3
B7FAS6-2	NM_001267451.1
Q5VXD3-2	NM_001010971.2
Q5VXD3-4	NM_001134663.1
Q5VXD3-4	NM_001134664.1
Q8IZD0-2	NM_174920.3
Q9VBN7-2	NM_143158.2
Q70HW3-2	NM_001164796.1
Q8N6K7-3	NM_001277185.1
Q8C4H2-2	NM_001013766.2
Q96LT4-2	NM_144660.2
Q09374-2	NM_062654.3
Q9NSI8-3	NM_001256370.1
Q6NSI8-2	NM_001330433.1
Q6NSI8-2	NM_001330435.1
Q6NSI8-2	NM_032506.3
Q6NSI8-3	NM_001330432.1
Q68FF0-2	NM_001347242.1
C6KRN1-3	NM_001047686.2
C6KRN1-4	NM_001269622.1
O00422-2	NM_005870.4
Q960T2-2	NM_169690.3
Q960T2-4	NM_079647.4
Q960T2-5	NM_169689.3
Q960T2-3	NM_001300421.1
Q960T2-3	NM_169688.3
Q5SSQ6-2	NM_001039651.1
Q9D818-2	NM_001081085.2
Q9D818-3	XM_006498360.3
P07602-2	NM_001042466.2
P07602-3	NM_001042465.2
Q96BY9-2	NM_001284239.1
Q9BW04-2	NM_001083924.1
Q9BW04-2	XM_005273259.1
Q9BW04-2	XM_011509973.2
Q86DA5-2	NM_065383.1
Q86DA5-3	NM_065384.4
Q6IDD9-2	NM_168254.2
Q6PDS3-3	NM_001168521.1
Q20010-2	NM_001269410.1
Q9NV23-2	NM_018324.2
Q9NV23-2	XM_017016376.1
Q04164-2	NM_001275407.2
Q04164-2	NM_057263.5
Q01826-2	NM_001195470.2
Q01826-2	NM_001322871.1
Q01826-2	XM_011533988.2
Q01826-2	XM_011533989.2
Q86VE3-2	NM_001012980.2
P43007-2	NM_001193493.1
Q2L6W9-2	NM_001029687.3
G5EBF1-2	NM_171652.4
Q658L1-2	NM_001348702.1
Q658L1-2	NM_001348703.1
Q7Z5V6-2	NM_001170753.1
Q66HR9-2	XM_006231016.3
Q9NPB0-2	NM_001304793.1
P0C5K0-2	NM_001200041.1
P0C5K0-2	XM_006540135.3
A3KN83-2	NM_018183.4
Q9Y2G9-3	NM_001100122.1
Q7TNB8-2	XM_006513495.2
A8JUV0-3	NM_078589.4
Q13228-3	NM_001258288.1
Q13228-4	NM_001258289.1
Q93073-2	NM_014701.3
Q6UWP8-2	NM_198538.3
Q9SUN6-2	NM_001203852.1
Q8L7I2-2	NM_001084901.3
Q8L7I2-2	NM_001340675.1
Q8L7I2-3	NM_001203768.1
P67812-2	NM_001271918.1
P67812-3	NM_001271922.1
P67812-4	NM_001271920.1
P34643-2	NM_001306722.1
O15027-2	XM_011519259.1
O15027-4	XM_011519257.1
O15027-5	XM_005266134.2
O15027-5	XM_011519247.1
O15027-5	XM_011519260.2
E9QAT4-2	XM_006497911.3
Q9BRL7-2	NM_001201572.1
Q9BRL7-2	NM_004206.3
Q9BRL7-3	NM_001201584.1
O95486-2	NM_001252231.1
O95487-2	NM_001042734.3
O95487-3	NM_001300813.2
O94855-2	NM_001318066.1
O94979-2	NM_001077208.3
O94979-2	NM_001318119.1
O94979-3	NM_001077206.3
O94979-4	NM_016211.4
O94979-6	NM_001300744.2
O94979-9	NM_001191049.2
O94979-10	NM_001300745.2
Q3UPL0-2	XM_011249558.2
Q9Z2Q1-2	XM_006250689.3
Q9Z2Q1-2	XM_006250690.2
P13866-2	NM_001256314.1
Q2M3M2-2	NM_001135181.1
A0PJK1-2	NM_001270648.1
A0PJK1-3	NM_001282417.1
A0PJK1-4	NM_152351.4
A0PJK1-5	NM_001270649.1
Q8WWX8-2	NM_001258411.2
Q8WWX8-3	NM_001258413.2
Q8WWX8-5	NM_001258412.2
Q8WWX8-6	NM_001258414.1
Q49B93-2	NM_001003915.2
P23975-2	NM_001172504.1
P23975-2	XM_006721263.2
P23975-2	XM_011523295.1
P23975-3	NM_001172502.1
Q9Y345-2	NM_001318369.1
P31641-2	NM_001134368.3
P48029-4	NM_001142806.1
Q8VBW1-1	NM_133987.2
Q8VBW1-3	NM_001142810.1
P48067-2	NM_001024845.2
P48067-2	NM_001328629.1
P48067-3	NM_006934.3
P28571-1	NM_008135.4
P28572-1	NM_053818.2
O95104-2	NM_001145445.1
O95104-3	NM_001145444.1
Q7TSH6-3	NM_178923.4
Q9UPN6-2	NM_001286189.1
Q8N9R8-2	NM_173690.4
O14828-2	NM_052837.2
Q969E2-2	NM_001329540.1
Q9BY12-3	NM_001145923.1
Q6AZY7-2	NM_182826.1
Q8K299-2	NM_001168318.1
Q9S7T7-2	NM_120631.2
Q9FQ20-2	NM_180779.2
A5HEI1-2	NM_001203388.1
Q9D2X5-2	NM_028993.4
Q86SK9-2	NM_024906.2
O95171-2	NM_003843.3
O95171-3	NM_001160706.1
Q8WVM8-2	NM_001257376.1
Q8WVM8-3	NM_182835.2
Q8BRF7-2	NM_001306178.1
Q8BTY8-2	NM_001286437.1
Q8BTY8-3	NM_178672.7
P21583-2	NM_003994.5
P20826-2	NM_001347156.1
Q8WXD2-2	NM_001165257.1
P47867-2	NM_001164790.1
P0DPB3-2	NM_001197107.1
P0DPB3-3	NM_001197108.1
P0DPB3-4	NM_001197109.1
P0DPB4-2	NM_001282044.1
P0DPB4-2	NM_001282045.1
P0DPB4-3	NM_013928.5
P0DPB4-4	NM_001113420.1
Q6UWF3-2	NM_001319190.1
Q6UWF3-3	NM_001271842.1
Q9Y6U3-3	NM_033128.3
Q60604-2	NM_009132.2
Q96NL6-4	NM_001300897.1
Q6NUK1-2	NM_213651.2
Q6KCM7-2	NM_001006641.3
Q6KCM7-3	NM_001330988.1
Q6KCM7-4	NM_001006642.3
Q6KCM7-5	NM_001265614.2
A2ASZ8-2	NM_001164357.1
A2ASZ8-3	NM_146118.3
A2ASZ8-5	NM_001164358.1
Q96GD3-2	NM_001172219.1
Q96GD3-3	NM_001172221.1
Q96GD3-4	NM_012236.3
Q96GD3-5	NM_001172218.1
Q96GD3-5	NM_001172220.1
Q96GD3-6	NM_001172222.2
Q8K214-2	NM_013883.2
Q8K214-2	XM_017320253.1
Q9UN30-1	NM_001037535.2
Q9UN30-1	NM_001037536.2
Q9UN30-2	NM_006746.5
Q9UN30-2	XM_017029723.1
Q8N228-2	NM_001286408.1
Q8N228-2	XM_011535706.1
P35498-2	NM_006920.4
P35498-3	NM_001165964.1
A2APX8-2	NM_018733.2
A2APX8-2	XM_006499028.3
Q07699-2	NM_199037.4
Q99250-2	NM_001040143.1
Q9NY46-2	NM_001081677.1
Q9NY46-3	NM_006922.3
Q9NY46-3	XM_011511610.2
Q9NY46-4	NM_001081676.1
Q8IWT1-2	NM_001142349.1
Q8IWT1-3	NM_001142348.1
Q14524-2	NM_000335.4
Q9W0Y8-3	NM_001274246.2
Q9UQD0-2	NM_001330260.1
Q9UQD0-5	NM_001177984.2
Q15858-2	XM_011511617.2
Q15858-3	NM_002977.3
Q15858-4	XM_011511618.2
Q6QIY3-2	NM_009134.3
P35500-8	NM_001042815.2
P35500-4	NM_001042816.2
Q2YDS5-2	NM_001001813.1
Q9BWG6-2	NM_001204848.1
Q9BWG6-2	NM_001204856.1
P37088-2	NM_001159576.1
P37088-6	NM_001159575.1
Q8GXD9-2	NM_112847.3
Q9UIL1-2	NM_001153446.1
Q9UIL1-2	NM_001153585.1
Q9UIL1-2	NM_032547.2
Q9UIL1-3	NM_001153635.1
Q78YZ6-2	NM_019708.4
Q78YZ6-2	XM_006531204.3
Q78YZ6-3	NM_001285992.1
Q78YZ6-3	XM_006531205.2
Q9W058-2	NM_167928.2
Q2V465-2	NM_001036324.1
O81009-2	NM_179702.1
Q8H780-2	NM_001036325.3
Q1PF08-2	NM_001084481.1
P22307-2	NM_001007099.2
P22307-3	NM_001007098.2
P22307-4	NM_001193617.1
P22307-5	NM_001007250.2
P22307-6	NM_001007100.2
P22307-8	NM_001193599.1
Q0WPR4-2	NM_001085147.2
Q67Y83-2	NM_001036357.1
Q9CAU0-2	NM_001334576.1
Q8RUW5-2	NM_179704.1
Q8T3G2-3	NM_001128939.1
Q8WTV0-2	NM_005505.4
Q8WTV0-5	NM_001082959.1
Q61009-2	NM_001205082.1
Q14108-2	NM_001204255.1
Q7KRY7-2	NM_001043296.3
Q7KRY7-2	NM_170275.3
Q7KRY7-3	NM_170277.4
Q7KRY7-7	NM_001014670.4
Q7KRY7-8	NM_001014669.3
Q7KRY7-10	NM_001260389.1
Q7KRY7-11	NM_170276.3
Q14160-1	NM_015356.4
Q80U72-1	NM_001310543.1
Q80U72-2	NM_001310542.1
Q80U72-4	XM_017316355.1
Q12765-2	NM_001145514.1
Q12765-3	NM_001145515.1
Q96FV2-2	NM_001145023.1
Q0VDG4-2	NM_001193528.1
Q6NZL8-2	NM_022723.3
Q9NQ36-2	NM_020974.2
Q9NQ36-3	NM_001170690.1
Q8IX30-2	XM_005248943.1
Q96KG9-2	NM_001048218.1
Q9NVU7-2	NM_001288984.1
O00560-2	NM_001007069.1
O00560-2	NM_001007070.1
O00560-3	NM_001007068.1
Q9H190-3	NM_015685.5
P49415-2	NM_166449.5
P48061-2	NM_199168.3
P48061-3	NM_001033886.2
P48061-4	NM_001178134.1
P48061-7	NM_001277990.1
P40224-1	NM_021704.3
Q3E870-2	NM_125652.1
P31040-2	NM_001294332.1
P09367-2	NM_053962.3
Q58EX2-3	XM_011524914.2
O97394-2	NM_057942.5
Q9FFG1-2	NM_001125703.2
Q9ZUH5-2	NM_001084482.3
F4J2Z7-2	NM_001339015.1
Q9UBV2-2	NM_001244984.1
Q9Z2G6-2	NM_011344.2
Q5TEA6-2	NM_001271539.1
Q68CR1-2	NM_001297592.1
Q68CR1-3	NM_001297594.1
Q80TS8-2	XM_011240730.1
Q9BYH1-4	NM_001184776.1
Q9BYH1-5	NM_001184777.1
Q9BYH1-6	NM_001184773.1
Q9BYH1-7	NM_001184774.1
Q6UXD5-2	NM_001114099.2
Q6UXD5-3	NM_012410.3
Q6UXD5-5	NM_001243333.1
Q6UXD5-6	NM_001114100.2
Q4V9Z5-2	NM_144926.5
Q4V9Z5-3	NM_001252567.1
A0A0K3AUE4-2	NM_001306544.1
A0A0K3AUE4-3	NM_001306545.1
A0A0K3AUE4-4	NM_001306546.1
A0A0K3AUE4-14	NM_001313639.1
A0A0K3AUE4-15	NM_001313640.1
A0A0K3AUE4-16	NM_001313641.1
A0A0K3AUE4-17	NM_001313642.1
A0A0K3AUE4-18	NM_001313643.1
A0A0K3AUE4-19	NM_001313644.1
Q96T21-2	NM_001282689.1
Q96T21-3	XM_011519000.2
Q9N4A7-2	NM_067686.4
P55735-2	NM_001136232.2
P55735-3	NM_001136026.2
P55735-4	NM_030673.3
Q9C5P7-2	NM_001331318.1
Q12981-2	NM_013978.2
Q12981-1	NM_013979.2
Q12981-3	NM_013980.2
D8WUA4-2	NM_102014.6
Q96EE3-1	NM_001013437.1
Q8R2U0-2	NM_028112.2
Q9H4I8-2	NM_001284334.1
Q93794-2	NM_001028804.2
G5ECQ3-2	NM_001027392.5
Q9NZV5-2	NM_206926.1
Q14242-2	NM_001206609.1
Q9U3N5-2	NM_077529.2
Q95XP4-3	NM_001306514.1
Q95XP4-4	NM_001306515.1
Q24323-2	NM_166178.3
Q13214-2	NM_001005914.2
O15041-2	NM_001178129.1
Q13275-2	NM_001318800.1
Q13275-2	XM_005265382.4
O88632-2	NM_011349.3
Q9H3S1-2	NM_001193302.1
Q92854-2	NM_001142287.1
O95754-2	NM_001271661.1
Q9NTN9-2	NM_017893.3
Q9NTN9-3	NM_001203244.1
Q9P283-4	NM_001256347.1
Q60519-3	XM_006521869.1
Q60519-3	XM_011245844.1
Q9VTT0-2	NM_001169959.2
Q9H2E6-2	NM_001300780.1
O35464-3	NM_001311097.1
Q9H3T2-2	NM_001178062.1
Q9H3T2-3	NM_001178061.1
Q9H3T2-3	XM_005244835.3
Q8NFY4-2	NM_001198999.1
Q8NFY4-2	NM_020858.1
Q8NFY4-3	NM_153616.1
Q8NFY4-4	NM_153617.1
Q8NFY4-7	NM_024966.2
Q8NFY4-8	NM_153619.1
Q76KF0-2	NM_172537.4
Q76KF0-3	NM_001290997.1
Q76KF0-3	NM_199238.3
Q76KF0-5	NM_199239.3
Q76KF0-6	NM_199240.3
Q76KF0-6	XM_011239427.2
Q76KF0-6	XM_017317012.1
O75326-2	NM_001146029.2
Q8WW01-2	NM_001127394.3
Q8NCE0-3	NM_001145393.2
Q8NCE0-3	NM_001321279.1
Q8NCE0-4	NM_001145394.1
Q8BMZ5-2	NM_001164205.1
Q96HI0-2	NM_001308045.1
Q9GZR1-2	NM_001100409.2
Q9BQF6-2	NM_001282802.1
Q9BQF6-4	NM_001282803.1
Q9BQF6-5	NM_001282801.1
Q9P0V9-3	NM_178584.3
Q9NVA2-2	NM_001306147.1
Q8C1B7-2	NM_001009818.2
Q8C1B7-3	NM_001310671.1
B3GNI6-2	NM_001107208.2
Q8IYM1-2	NM_001154458.2
O60613-2	NM_203341.2
O22456-2	NM_180622.3
Q15019-2	NM_001282972.1
Q15019-3	NM_001282973.1
Q9UH03-2	NM_019106.5
Q9Z1S5-2	NM_011889.2
O43236-2	NM_080416.3
O43236-3	NM_001198713.1
O43236-4	NM_001256782.1
O43236-5	NM_001256822.1
O43236-5	XM_006721955.2
O43236-5	XM_011524912.1
O43236-6	NM_080415.3
O43236-8	NM_001038704.2
P28661-3	NM_001284394.1
P28661-4	NM_001284392.1
P28661-5	NM_001284398.1
Q99719-2	NM_001009939.2
Q14141-2	NM_145799.3
Q14141-2	NM_145800.3
Q14141-4	NM_145802.3
Q9R1T4-2	NM_001253706.1
Q9R1T4-2	XM_006541390.2
Q9R1T4-3	NM_019942.5
Q92599-2	NM_015146.1
Q92599-3	NM_001098813.1
Q92599-4	NM_001098812.1
Q8CHH9-2	NM_033144.2
Q9UHD8-2	NM_006640.4
Q9UHD8-3	NM_001113492.1
Q9UHD8-3	NM_001113494.1
Q9UHD8-4	NM_001113495.1
Q9UHD8-4	NM_001113496.1
Q9UHD8-4	NM_001293697.1
Q9UHD8-4	NM_001293698.1
Q9UHD8-5	NM_001113493.1
Q9UHD8-7	NM_001293695.1
Q9UHD8-9	NM_001293696.1
Q80UG5-2	NM_001113488.1
Q80UG5-2	NM_017380.2
Q80UG5-2	XM_006533745.3
Q80UG5-2	XM_006533746.3
Q80UG5-3	NM_001113487.1
O02213-1	NM_001029164.1
O02213-2	NM_001029165.1
O02213-3	NM_001029166.1
O02213-4	NM_001029167.1
O04130-2	NM_001035984.2
Q8NC51-2	NM_001018068.1
Q8NC51-3	NM_001018069.1
Q8NC51-4	NM_015640.3
Q9CY58-2	NM_001113565.1
Q9CY58-3	NM_001113566.1
Q6AXS5-2	NM_145086.1
Q96SA4-2	NM_018565.3
Q96SA4-3	NM_001199037.1
Q96SA4-4	NM_001199038.1
A6NH21-2	NM_001258032.1
Q86VE9-2	NM_001174071.2
Q86VE9-4	NM_001174072.2
Q9Y617-2	NM_021154.4
O75920-2	NM_001178087.1
O75920-2	NM_022968.1
P84101-2	NM_001199875.1
P84101-3	NM_001199876.1
P84101-4	NM_001199878.1
Q9Y6P5-2	NM_014454.2
Q9Y6P5-3	NM_001199934.1
P58005-4	NM_001271594.1
Q8N4B1-4	NM_001177996.1
Q18221-2	NM_065640.3
Q18221-3	NM_065638.3
Q95Y12-2	NM_171271.3
P34318-2	NM_181940.3
Q15047-2	NM_001243491.1
Q15047-3	NM_012432.3
Q96T68-2	NM_001160308.2
Q9Y6X0-2	NM_001130110.1
Q86TU7-2	NM_199123.1
Q86TU7-2	XM_011537235.1
Q91WC0-2	XM_006516081.3
Q9NVD3-3	NM_001286752.1
Q9NVD3-3	XM_011529643.1
Q9NVD3-3	XM_011529644.1
Q9NVD3-4	NM_001007259.2
Q9NVD3-4	XM_017028405.1
Q9C0A6-3	NM_001292043.1
Q5XJV7-2	NM_173005.1
Q5XJV7-2	XM_011241482.2
Q8TBK2-2	NM_024860.3
Q8NE22-2	NM_001171990.2
Q53H47-2	NM_001276325.1
Q53H47-3	NM_001243723.1
Q7Z333-4	XM_005272172.2
Q7Z333-4	XM_005272173.2
Q7Z333-4	XM_011518404.2
Q7Z333-4	XM_011518405.2
Q01105-2	NM_003011.3
Q01105-4	NM_001248000.1
Q9EQU5-2	NM_001204875.1
A9D2P7-2	NM_068564.4
A9D2P7-3	NM_068565.5
Q53EL9-2	NM_001290202.1
Q53EL9-3	NM_001098635.1
Q7TSK2-2	NM_001291225.1
Q15637-2	NM_201995.2
Q15637-4	NM_201998.2
Q15637-5	NM_001178030.1
Q15637-6	NM_201997.2
Q15637-7	NM_001178031.2
Q9W0M7-2	NM_001274294.2
A8K8P3-2	NM_014775.3
A8K8P3-3	NM_001258326.1
A8K8P3-9	NM_001258325.1
A8K8P3-10	NM_001258327.1
Q3UZY0-2	XM_006514898.3
P23246-2	XM_005271115.4
Q86XK3-2	XM_005269521.3
Q86XK3-3	NM_145247.4
Q93Y07-2	NM_001125119.2
Q12872-2	NM_001261411.1
Q8IWL2-2	NM_001093770.2
Q8IWL2-2	XM_006717953.2
Q91V61-2	NM_001178012.1
Q6P4A7-3	XM_005269526.2
Q6P4A7-3	XM_011539282.2
Q4F883-2	NM_180708.2
Q6PDA7-3	NM_058202.2
Q8K4N2-2	NM_153115.1
Q8K4N2-2	XM_006508927.3
Q9MZ28-2	NM_001110236.1
Q9MZ28-3	NM_001110237.1
Q9MZ28-4	NM_001110238.1
Q08648-2	NM_058206.3
Q08648-3	NM_058203.2
Q08648-3	XM_005272392.4
Q08648-4	NM_058201.2
Q08648-5	NM_058207.2
Q3UW43-2	NM_001034905.2
Q920H1-3	NM_001289643.1
Q16586-2	NM_001135697.2
Q92629-2	NM_000337.5
Q92629-2	XM_005265966.4
Q92629-2	XM_017009724.1
Q92629-3	NM_172244.2
O43556-3	NM_001099400.1
O43556-4	NM_001099401.1
O70258-2	NM_001130188.1
Q96LD1-2	NM_139167.3
Q8BX51-2	XM_011242138.1
P18431-3	NM_057366.5
P18431-3	NM_206613.3
P18431-4	NM_206612.3
Q9BQI5-4	XM_005271270.4
Q9BQI5-5	NM_001308203.1
Q8VD37-3	NM_001285859.1
Q8VD37-4	NM_001285860.1
Q8VD37-8	XM_006503428.3
O00141-2	NM_001143676.1
O00141-3	NM_001143678.1
O00141-5	NM_001143677.1
Q9WVC6-2	NM_001161845.2
Q9WVC6-3	NM_001161850.2
Q9QZS5-2	NM_001291154.1
Q9QZS5-2	XM_011239580.2
Q96BR1-2	NM_170709.2
Q99720-2	NM_001282207.1
Q99720-3	NM_147157.2
O55242-2	NM_001286539.1
Q18412-2	NM_068889.4
Q5FBB7-2	NM_001012412.4
Q5FBB7-2	NM_001199254.2
Q5FBB7-3	NM_001199256.2
Q5FBB7-3	NM_138484.4
Q5FBB7-4	NM_001012411.3
Q5FBB7-4	NM_001199253.2
Q5FBB7-5	NM_001012413.3
Q5FBB7-5	NM_001199255.2
Q5FBB7-6	NM_001012409.3
Q5FBB7-6	NM_001199251.2
Q5FBB7-7	NM_001199257.2
Q0WTB8-2	NM_120514.5
Q562F6-2	NM_001160046.1
Q8IWX5-2	NM_001320833.1
Q8IWX5-2	NM_001320834.1
Q2NKQ1-4	NM_001098497.2
Q8BPQ7-2	NM_001309528.1
O43147-2	NM_014853.2
O43147-5	NM_001346700.1
Q9SUR9-2	NM_001036627.2
Q9Y2Z0-2	NM_006704.4
O60880-4	NM_001114937.2
O88890-2	NM_001313689.1
Q9NP31-4	NM_001161442.1
Q9BRG2-2	XM_005259472.2
Q9H788-2	NM_001174160.1
Q5SQS7-2	NM_207372.2
Q5SQS7-3	NM_001145719.1
Q9NRF2-2	NM_001145796.1
Q9NRF2-2	NM_001145812.1
Q9NRF2-2	NM_015503.2
